,agent0/mean_episode_rewards,agent1/mean_episode_rewards,agent2/mean_episode_rewards,agent3/mean_episode_rewards,agent_mean/mean_episode_rewards
0,0.41999998688697815,0.41999998688697815,0.41999998688697815,-0.685038149356842,0.1437404751777649
1,0.6600000262260437,0.6600000262260437,0.6600000262260437,-0.9710509777069092,0.2522372603416443
2,0.9399999976158142,0.9399999976158142,0.9399999976158142,-1.2258731126785278,0.3985317349433899
3,0.5799999833106995,0.5799999833106995,0.5799999833106995,-0.6462658047676086,0.27343353629112244
4,0.8999999761581421,0.8999999761581421,0.8999999761581421,-0.9709352850914001,0.4322661757469177
5,0.6000000238418579,0.6000000238418579,0.6000000238418579,-0.7188453674316406,0.2702886462211609
6,0.3199999928474426,0.3199999928474426,0.3199999928474426,-0.6102079749107361,0.08744801580905914
7,0.3799999952316284,0.3799999952316284,0.3799999952316284,-0.621305525302887,0.12967362999916077
8,0.5199999809265137,0.5199999809265137,0.5199999809265137,-0.6747116446495056,0.22132208943367004
9,0.3799999952316284,0.3799999952316284,0.3799999952316284,-0.5487332940101624,0.14781667292118073
10,0.4399999976158142,0.4399999976158142,0.4399999976158142,-0.6441468000411987,0.16896329820156097
11,0.6000000238418579,0.6000000238418579,0.6000000238418579,-0.7199984192848206,0.2700003981590271
12,0.8399999737739563,0.8399999737739563,0.8399999737739563,-0.9450008273124695,0.39374980330467224
13,0.41999998688697815,0.41999998688697815,0.41999998688697815,-0.5149356126785278,0.18626609444618225
14,0.8199999928474426,0.8199999928474426,0.8199999928474426,-1.0612075328826904,0.34969809651374817
15,0.46000000834465027,0.46000000834465027,0.46000000834465027,-0.6410669088363647,0.18473327159881592
16,0.7599999904632568,0.7599999904632568,0.7599999904632568,-1.01462721824646,0.31634321808815
17,0.5600000023841858,0.5600000023841858,0.5600000023841858,-0.7061227560043335,0.24346931278705597
18,0.47999998927116394,0.47999998927116394,0.47999998927116394,-0.7791047692298889,0.16522382199764252
19,0.7400000095367432,0.7400000095367432,0.7400000095367432,-0.8083173632621765,0.35292065143585205
20,0.3799999952316284,0.3799999952316284,0.3799999952316284,-0.6378783583641052,0.125530406832695
21,0.7799999713897705,0.7799999713897705,0.7799999713897705,-0.9361510276794434,0.35096225142478943
22,0.699999988079071,0.699999988079071,0.699999988079071,-0.7988939881324768,0.3252764940261841
23,0.5799999833106995,0.5799999833106995,0.5799999833106995,-0.801439106464386,0.2346402108669281
24,0.8999999761581421,0.8999999761581421,0.8999999761581421,-1.0838453769683838,0.404038667678833
25,0.8399999737739563,0.8399999737739563,0.8399999737739563,-0.9369707703590393,0.3957573175430298
26,0.25999999046325684,0.25999999046325684,0.25999999046325684,-0.3960179090499878,0.09599552303552628
27,0.9800000190734863,0.9800000190734863,0.9800000190734863,-1.0538862943649292,0.47152844071388245
28,0.6800000071525574,0.6800000071525574,0.6800000071525574,-0.8698480129241943,0.29253798723220825
29,0.6200000047683716,0.6200000047683716,0.6200000047683716,-0.6792362332344055,0.2951909601688385
30,0.4399999976158142,0.4399999976158142,0.4399999976158142,-0.5588123798370361,0.19029690325260162
31,0.5799999833106995,0.5799999833106995,0.5799999833106995,-0.6361984014511108,0.2759504020214081
