,agent0/mean_episode_rewards,agent1/mean_episode_rewards,agent2/mean_episode_rewards,agent3/mean_episode_rewards,agent_mean/mean_episode_rewards
0,0.07999999821186066,0.07999999821186066,0.07999999821186066,-0.31773170828819275,-0.019432928413152695
1,0.0,0.0,0.0,-0.46194180846214294,-0.11548545211553574
2,0.11999999731779099,0.11999999731779099,0.11999999731779099,-0.7259107828140259,-0.09147769957780838
3,0.10000000149011612,0.10000000149011612,0.10000000149011612,-0.36594170331954956,-0.0164854284375906
4,0.18000000715255737,0.18000000715255737,0.18000000715255737,-0.3293205797672272,0.05266985669732094
5,0.18000000715255737,0.18000000715255737,0.18000000715255737,-0.5329393148422241,0.0017651765374466777
6,0.2199999988079071,0.2199999988079071,0.2199999988079071,-1.0425409078598022,-0.09563522785902023
7,0.10000000149011612,0.10000000149011612,0.10000000149011612,-1.4413455724716187,-0.2853364050388336
8,0.05999999865889549,0.05999999865889549,0.05999999865889549,-2.3417375087738037,-0.5404344201087952
9,0.07999999821186066,0.07999999821186066,0.07999999821186066,-1.9121612310409546,-0.41804030537605286
10,0.23999999463558197,0.23999999463558197,0.23999999463558197,-1.2752165794372559,-0.1388041377067566
11,0.10000000149011612,0.10000000149011612,0.10000000149011612,-0.9317606091499329,-0.15794014930725098
12,0.03999999910593033,0.03999999910593033,0.03999999910593033,-0.3044990301132202,-0.04612476006150246
13,0.1599999964237213,0.1599999964237213,0.1599999964237213,-0.5036631226539612,-0.005915778689086437
14,0.05999999865889549,0.05999999865889549,0.05999999865889549,-0.12198884785175323,0.01450278889387846
15,0.07999999821186066,0.07999999821186066,0.07999999821186066,-0.2577363848686218,-0.00443409476429224
16,0.07999999821186066,0.07999999821186066,0.07999999821186066,-0.4722519516944885,-0.05806298926472664
17,0.03999999910593033,0.03999999910593033,0.03999999910593033,-0.06937010586261749,0.012657473795115948
18,0.3199999928474426,0.3199999928474426,0.3199999928474426,-0.3787541091442108,0.14531147480010986
19,0.1599999964237213,0.1599999964237213,0.1599999964237213,-0.43430274724960327,0.011424310505390167
20,0.1599999964237213,0.1599999964237213,0.1599999964237213,-0.30633869767189026,0.04341532662510872
21,0.18000000715255737,0.18000000715255737,0.18000000715255737,-0.28113803267478943,0.06471549719572067
22,0.1599999964237213,0.1599999964237213,0.1599999964237213,-0.3288867771625519,0.037778303027153015
23,0.18000000715255737,0.18000000715255737,0.18000000715255737,-0.717571496963501,-0.04439287632703781
24,0.03999999910593033,0.03999999910593033,0.03999999910593033,-0.47089552879333496,-0.08772388100624084
25,0.2199999988079071,0.2199999988079071,0.2199999988079071,-0.7365079522132874,-0.019126994535326958
26,0.20000000298023224,0.20000000298023224,0.20000000298023224,-0.4671819508075714,0.03320451080799103
27,0.11999999731779099,0.11999999731779099,0.11999999731779099,-0.5661112666130066,-0.05152781680226326
