,agent0/mean_episode_rewards,agent1/mean_episode_rewards,agent_mean/mean_episode_rewards
0,-0.09418418258428574,-1.2618087530136108,-0.6779964566230774
1,0.1713191419839859,-1.1099436283111572,-0.46931225061416626
2,0.18774725496768951,-1.0970330238342285,-0.4546428918838501
3,0.059016503393650055,-1.3438873291015625,-0.6424354314804077
4,-0.31515222787857056,-0.9825776219367981,-0.6488649249076843
5,0.4544268846511841,-1.3950347900390625,-0.4703039526939392
6,0.29896408319473267,-1.2589858770370483,-0.4800109267234802
7,-0.35348573327064514,-0.7486518621444702,-0.5510688424110413
8,-0.1774025708436966,-1.0210360288619995,-0.5992192625999451
9,-0.21415622532367706,-0.7873668074607849,-0.5007615089416504
10,0.19317863881587982,-1.0721381902694702,-0.439479798078537
11,0.36837294697761536,-1.1408859491348267,-0.38625648617744446
12,-0.07051078975200653,-0.8894491791725159,-0.4799799919128418
13,-0.03150801360607147,-0.5556899309158325,-0.2935989499092102
14,-0.20485876500606537,-0.6053500175476074,-0.405104398727417
15,0.04029681533575058,-0.7424900531768799,-0.35109663009643555
16,0.007424595300108194,-0.6374514102935791,-0.31501340866088867
17,-0.10716035217046738,-0.6253042221069336,-0.3662322759628296
18,-0.023217733949422836,-0.6651630997657776,-0.34419041872024536
19,-0.11358518153429031,-0.5230950117111206,-0.31834009289741516
20,-0.16604113578796387,-0.43182650208473206,-0.29893380403518677
21,-0.07732483744621277,-0.48457071185112,-0.2809477746486664
22,-0.16698721051216125,-0.3433834910392761,-0.2551853656768799
23,-0.3596051335334778,-0.4105425775051117,-0.38507387042045593
24,-0.18830004334449768,-0.482005774974823,-0.33515289425849915
25,-0.19106832146644592,-0.49610453844070435,-0.34358641505241394
26,-0.22167183458805084,-0.34940460324287415,-0.2855382263660431
27,-0.2324153035879135,-0.45135989785194397,-0.34188759326934814
28,-0.22064277529716492,-0.4184146523475647,-0.319528728723526
29,-0.19695858657360077,-0.327470988035202,-0.2622147798538208
30,-0.11553441733121872,-0.4074006974697113,-0.2614675462245941
31,-0.0622466504573822,-0.32766225934028625,-0.19495445489883423
32,-0.09575826674699783,-0.36083725094795227,-0.22829775512218475
33,-0.05713868886232376,-0.275600403547287,-0.16636954247951508
34,-0.0004041972861159593,-0.46153804659843445,-0.23097112774848938
35,-0.09164843708276749,-0.3106091320514679,-0.2011287808418274
36,0.014911324717104435,-0.5686908960342407,-0.27688977122306824
37,-0.28887537121772766,-0.16786792874336243,-0.22837164998054504
38,-0.12000834941864014,-0.3795613646507263,-0.24978484213352203
39,-0.2316727638244629,-0.3321066200733185,-0.2818896770477295
40,-0.1633501797914505,-0.28834259510040283,-0.22584637999534607
41,-0.0052311718463897705,-0.25790393352508545,-0.1315675526857376
42,-0.18107935786247253,-0.28795093297958374,-0.23451514542102814
43,-0.18214868009090424,-0.20576295256614685,-0.19395582377910614
44,-0.1019691601395607,-0.23746919631958008,-0.1697191745042801
45,-0.20583608746528625,-0.2744123041629791,-0.2401241809129715
46,-0.22174929082393646,-0.30947577953338623,-0.26561254262924194
47,-0.13537690043449402,-0.23600152134895325,-0.18568921089172363
48,-0.042734600603580475,-0.33092403411865234,-0.1868293136358261
49,-0.07789602130651474,-0.42488500475883484,-0.2513905167579651
50,-0.01633536070585251,-0.2648855745792389,-0.140610471367836
51,0.0680861622095108,-0.33107638359069824,-0.13149511814117432
52,-0.1114332526922226,-0.31181398034095764,-0.21162360906600952
53,-0.16622278094291687,-0.27746325731277466,-0.22184301912784576
54,-0.1848706603050232,-0.5226430892944336,-0.3537568747997284
55,-0.1535186767578125,-0.2596280872821808,-0.20657338201999664
56,0.10008557140827179,-0.38273221254348755,-0.14132331311702728
57,-0.02527802065014839,-0.4383947551250458,-0.23183639347553253
58,-0.06502705067396164,-0.37023574113845825,-0.21763139963150024
59,0.06720050424337387,-0.43510666489601135,-0.18395307660102844
60,-0.026005642488598824,-0.2640272080898285,-0.14501643180847168
61,0.0760425552725792,-0.3635636568069458,-0.143760547041893
62,-0.18266770243644714,-0.37036147713661194,-0.27651458978652954
63,-0.0037035427521914244,-0.1955384910106659,-0.09962102025747299
64,-0.17485858500003815,-0.415865421295166,-0.2953619956970215
65,-0.17034046351909637,-0.34837111830711365,-0.2593557834625244
66,0.06403571367263794,-0.2853822410106659,-0.11067327111959457
67,-0.06136702001094818,-0.23913441598415375,-0.15025071799755096
68,-0.0622994601726532,-0.26261934638023376,-0.16245940327644348
69,-0.07185579836368561,-0.27529382705688477,-0.17357482016086578
70,0.03481964021921158,-0.3006397485733032,-0.13291005790233612
71,-0.05991366133093834,-0.2372741848230362,-0.14859391748905182
72,-0.13572295010089874,-0.28212377429008484,-0.2089233547449112
73,-0.12376443296670914,-0.289944052696228,-0.20685425400733948
74,-0.004571064375340939,-0.36297351121902466,-0.18377229571342468
75,-0.02885219268500805,-0.33773285150527954,-0.18329252302646637
76,0.003362532239407301,-0.34515631198883057,-0.17089690268039703
77,-0.1108839139342308,-0.20786742866039276,-0.15937566757202148
78,-0.05700531229376793,-0.3709157705307007,-0.21396054327487946
79,-0.31911706924438477,-0.27585282921791077,-0.29748496413230896
80,-0.08624870330095291,-0.30864179134368896,-0.19744524359703064
81,-0.11206181347370148,-0.45347633957862854,-0.2827690839767456
82,0.03810998052358627,-0.27110055088996887,-0.116495281457901
83,-0.06765314191579819,-0.24914637207984924,-0.158399760723114
84,-0.12188352644443512,-0.3338629901409149,-0.22787326574325562
85,-0.27058178186416626,-0.20323465764522552,-0.2369082123041153
86,-0.32253775000572205,-0.22343769669532776,-0.2729877233505249
87,-0.09701672941446304,-0.22010870277881622,-0.15856271982192993
88,-0.09113308042287827,-0.29592061042785645,-0.19352683424949646
89,0.0053036995232105255,-0.40246960520744324,-0.1985829472541809
90,-0.27695325016975403,-0.14336615800857544,-0.21015971899032593
91,-0.0393666997551918,-0.3209654986858368,-0.1801661103963852
92,0.03312411904335022,-0.31635403633117676,-0.14161495864391327
93,0.029191050678491592,-0.26031702756881714,-0.11556299030780792
94,-0.10570067167282104,-0.2971857786178589,-0.20144322514533997
95,0.09221349656581879,-0.41380828619003296,-0.16079740226268768
96,-0.012370143085718155,-0.41910475492477417,-0.215737447142601
97,0.039118360728025436,-0.39636242389678955,-0.1786220222711563
98,-0.018010133877396584,-0.36960336565971375,-0.1938067525625229
99,-0.23044916987419128,-0.2407301962375641,-0.23558968305587769
100,-0.1733326017856598,-0.4547019600868225,-0.31401726603507996
101,-0.21228525042533875,-0.3565332889556885,-0.2844092845916748
102,0.07546358555555344,-0.3777812719345093,-0.15115885436534882
103,-0.17411093413829803,-0.19688531756401062,-0.18549813330173492
104,0.099374920129776,-0.5200933814048767,-0.21035923063755035
105,0.06092923879623413,-0.33134788274765015,-0.135209321975708
106,-0.02042614109814167,-0.3311162292957306,-0.17577119171619415
107,0.020858950912952423,-0.3332485556602478,-0.156194806098938
108,-0.0010162530234083533,-0.34417590498924255,-0.17259608209133148
109,-0.12787754833698273,-0.2778753638267517,-0.20287644863128662
110,-0.08211949467658997,-0.4587128758430481,-0.27041617035865784
111,0.05895283445715904,-0.3644803464412689,-0.1527637541294098
112,-0.04625016078352928,-0.42567864060401917,-0.23596440255641937
113,0.0210222527384758,-0.5519366264343262,-0.2654571831226349
114,-0.052010420709848404,-0.3043881356716156,-0.17819927632808685
115,-0.11319629848003387,-0.22781550884246826,-0.17050589621067047
116,-0.09889829158782959,-0.2763514518737793,-0.18762487173080444
117,-0.033235274255275726,-0.2241455465555191,-0.12869040668010712
118,-0.07251683622598648,-0.3579769730567932,-0.21524690091609955
119,-0.2775100767612457,-0.2668279707431793,-0.2721690237522125
120,-0.038085225969552994,-0.28445664048194885,-0.16127093136310577
121,-0.19320830702781677,-0.33603253960609436,-0.26462042331695557
122,-0.1702914535999298,-0.1868678778409958,-0.1785796731710434
123,-0.010027783922851086,-0.44808030128479004,-0.2290540337562561
124,-0.18172408640384674,-0.45344972610473633,-0.31758689880371094
125,-0.03117585927248001,-0.4284989535808563,-0.22983740270137787
126,0.023543765768408775,-0.4170350730419159,-0.19674564898014069
127,-0.06618250161409378,-0.2333318442106247,-0.14975717663764954
128,-0.20388244092464447,-0.21823415160179138,-0.21105828881263733
129,-0.12399711459875107,-0.28867456316947937,-0.20633584260940552
130,-0.07032611221075058,-0.3991720974445343,-0.23474909365177155
131,-0.14467404782772064,-0.22578667104244232,-0.18523035943508148
132,-0.07567571103572845,-0.3637826144695282,-0.21972917020320892
133,-0.11038094013929367,-0.3507954180240631,-0.2305881828069687
134,-0.14989933371543884,-0.2961958050727844,-0.22304756939411163
135,-0.0296615082770586,-0.2398642599582672,-0.13476288318634033
136,-0.17882026731967926,-0.28284597396850586,-0.23083311319351196
137,-0.08522822707891464,-0.2854624092578888,-0.18534532189369202
138,-0.13828444480895996,-0.26427143812179565,-0.2012779414653778
139,0.04132232815027237,-0.3122185468673706,-0.13544811308383942
140,0.007793816737830639,-0.3938034176826477,-0.1930048018693924
141,-0.19478830695152283,-0.3152168393135071,-0.25500258803367615
142,-0.07010982930660248,-0.395725280046463,-0.23291756212711334
143,-0.17581336200237274,-0.3294563889503479,-0.2526348829269409
144,-0.0977015420794487,-0.21713432669639587,-0.15741793811321259
145,-0.08047255128622055,-0.3420749604701996,-0.21127374470233917
146,-0.20648986101150513,-0.3345584273338318,-0.27052414417266846
147,-0.04141717776656151,-0.326242595911026,-0.1838298887014389
148,-0.23485146462917328,-0.24158036708831787,-0.23821590840816498
149,-0.09934685379266739,-0.24333973228931427,-0.17134329676628113
150,-0.0688851997256279,-0.4058406352996826,-0.23736290633678436
151,-0.15188151597976685,-0.224058598279953,-0.18797005712985992
152,-0.02478133514523506,-0.31807616353034973,-0.17142875492572784
153,-0.14277026057243347,-0.21568426489830017,-0.17922726273536682
154,-0.27001699805259705,-0.39145419001579285,-0.33073559403419495
155,0.02883042022585869,-0.47152286767959595,-0.22134621441364288
156,-0.15748868882656097,-0.36639147996902466,-0.2619400918483734
157,-0.14423716068267822,-0.16148631274700165,-0.15286172926425934
158,-0.07588201761245728,-0.24056938290596008,-0.15822570025920868
159,-0.033283524215221405,-0.2971741855144501,-0.16522885859012604
160,-0.0727444663643837,-0.34458622336387634,-0.20866534113883972
161,-0.21791572868824005,-0.2612619400024414,-0.23958884179592133
162,-0.10233457386493683,-0.2606184482574463,-0.18147650361061096
163,-0.030259454622864723,-0.36178484559059143,-0.1960221529006958
164,-0.1169021800160408,-0.14845818281173706,-0.13268017768859863
165,0.003200295614078641,-0.2545511722564697,-0.12567543983459473
166,0.09818250685930252,-0.44668954610824585,-0.17425350844860077
167,-0.0668688714504242,-0.29983532428741455,-0.18335209786891937
168,-0.1424040049314499,-0.2511274814605713,-0.19676573574543
169,-0.25978684425354004,-0.2704884707927704,-0.265137642621994
170,-0.05091286078095436,-0.39754074811935425,-0.22422681748867035
171,-0.1524340808391571,-0.25914210081100464,-0.20578809082508087
172,-0.321004718542099,-0.2809579074382782,-0.3009813129901886
173,-0.0785670280456543,-0.3408174514770508,-0.20969222486019135
174,0.061338894069194794,-0.4181155264377594,-0.178388312458992
175,0.003255374962463975,-0.2282080352306366,-0.11247632652521133
176,-0.0026896807830780745,-0.3064545691013336,-0.15457211434841156
177,-0.14935916662216187,-0.263855516910553,-0.20660734176635742
178,-0.08478545397520065,-0.3599540591239929,-0.22236976027488708
179,-0.11276770383119583,-0.3312050402164459,-0.22198636829853058
180,-0.1507948338985443,-0.3666963577270508,-0.25874561071395874
181,-0.29690057039260864,-0.28658100962638855,-0.2917407751083374
182,-0.1162242591381073,-0.25445356965065,-0.18533891439437866
183,-0.06396898627281189,-0.2335132509469986,-0.14874111115932465
184,-0.1352541148662567,-0.3962906301021576,-0.26577237248420715
185,0.0035626038443297148,-0.29976990818977356,-0.14810365438461304
186,-0.06324736028909683,-0.27298226952552795,-0.1681148111820221
187,-0.20176969468593597,-0.21047453582286835,-0.20612211525440216
188,-0.03801451995968819,-0.3583254814147949,-0.1981699913740158
189,-0.056073956191539764,-0.3578841984272003,-0.20697908103466034
190,-0.11722302436828613,-0.3057113289833069,-0.2114671766757965
191,-0.013813837431371212,-0.47141772508621216,-0.24261577427387238
192,-0.10868257284164429,-0.3718734383583069,-0.24027800559997559
193,-0.1332196593284607,-0.24655647575855255,-0.18988807499408722
194,-0.1856328696012497,-0.2377353012561798,-0.21168409287929535
195,-0.03662155941128731,-0.27505233883857727,-0.15583695471286774
196,-0.08025813102722168,-0.22462204098701477,-0.15244008600711823
197,0.11129692941904068,-0.45563167333602905,-0.17216737568378448
198,-0.25576379895210266,-0.19063793122768402,-0.22320085763931274
199,-0.1484757959842682,-0.24833470582962036,-0.19840525090694427
200,0.002197054447606206,-0.3718690574169159,-0.1848360002040863
201,-0.056501906365156174,-0.2518804371356964,-0.15419118106365204
202,-0.12787295877933502,-0.26674121618270874,-0.19730708003044128
203,-0.06555742025375366,-0.3889199495315552,-0.22723868489265442
204,-0.033118296414613724,-0.29146608710289,-0.16229219734668732
205,-0.058893054723739624,-0.3460707664489746,-0.20248191058635712
206,-0.13335014879703522,-0.2868593633174896,-0.21010474860668182
207,-0.0608380027115345,-0.32180890440940857,-0.19132345914840698
208,-0.024179119616746902,-0.33146703243255615,-0.17782308161258698
209,-0.22127880156040192,-0.22131669521331787,-0.2212977558374405
210,-0.06477322429418564,-0.3567512631416321,-0.21076223254203796
211,0.013933428563177586,-0.3607582449913025,-0.17341239750385284
212,-0.0855356976389885,-0.30384472012519836,-0.19469021260738373
213,-0.060251910239458084,-0.3089695870876312,-0.1846107393503189
214,0.022313008084893227,-0.36741405725479126,-0.1725505292415619
215,-0.1641879677772522,-0.2167978137731552,-0.1904928833246231
216,-0.05457545071840286,-0.2729354202747345,-0.16375544667243958
217,-0.09222855418920517,-0.32211440801620483,-0.2071714848279953
218,-0.14168091118335724,-0.1696707010269165,-0.15567579865455627
219,-0.07472443580627441,-0.2665548324584961,-0.17063963413238525
220,-0.015154756605625153,-0.3802894055843353,-0.19772207736968994
221,-0.2578762173652649,-0.26534757018089294,-0.2616119086742401
222,-0.10867488384246826,-0.23215937614440918,-0.17041712999343872
223,-0.1377517282962799,-0.3255087733268738,-0.23163025081157684
224,-0.10268037766218185,-0.3593595027923584,-0.23101994395256042
225,-0.02653256244957447,-0.4092444181442261,-0.2178884893655777
226,-0.02220846526324749,-0.3633083999156952,-0.19275842607021332
227,-0.17930418252944946,-0.3451167345046997,-0.2622104585170746
228,-0.017268987372517586,-0.27286165952682495,-0.1450653225183487
229,-0.1063978523015976,-0.28798311948776245,-0.19719047844409943
230,0.09123843163251877,-0.4598906934261322,-0.18432612717151642
231,-0.2354021519422531,-0.316933274269104,-0.27616772055625916
232,0.024106448516249657,-0.3786031901836395,-0.17724837362766266
233,0.015332091599702835,-0.4163282811641693,-0.20049810409545898
234,-0.2944832146167755,-0.2685220241546631,-0.2815026044845581
235,-0.07339055091142654,-0.3433341383934021,-0.20836234092712402
236,-0.0914870947599411,-0.2560369670391083,-0.17376203835010529
237,-0.29131826758384705,-0.16051389276981354,-0.2259160727262497
238,-0.050605930387973785,-0.4132629334926605,-0.23193442821502686
239,-0.11438316851854324,-0.30631205439567566,-0.21034762263298035
240,-0.024915535002946854,-0.3983977437019348,-0.21165664494037628
241,-0.0254268366843462,-0.3688587248325348,-0.19714277982711792
242,-0.0694226548075676,-0.35537588596343994,-0.21239927411079407
243,-0.20441149175167084,-0.203685462474823,-0.20404846966266632
244,-0.053887829184532166,-0.33946341276168823,-0.1966756135225296
245,0.006184591446071863,-0.24758954346179962,-0.12070247530937195
246,-0.25882768630981445,-0.21324074268341064,-0.23603421449661255
247,-0.1051790788769722,-0.1968066543340683,-0.15099287033081055
248,-0.1051546037197113,-0.32367053627967834,-0.21441256999969482
249,-0.1543935388326645,-0.2665283977985382,-0.21046096086502075
250,-0.12454704195261002,-0.2982623875141144,-0.2114047110080719
251,-0.06669863313436508,-0.3167921006679535,-0.19174537062644958
252,-0.10519029945135117,-0.3013937473297119,-0.20329202711582184
253,-0.11933967471122742,-0.2973788380622864,-0.2083592563867569
254,-0.1304541528224945,-0.3139517605304718,-0.22220297157764435
255,-0.018722500652074814,-0.2563788890838623,-0.1375506967306137
256,0.034378983080387115,-0.4011753797531128,-0.18339820206165314
257,-0.035207364708185196,-0.36712396144866943,-0.20116566121578217
258,-0.06825367361307144,-0.2573893368244171,-0.16282151639461517
259,-0.049591656774282455,-0.33017098903656006,-0.1898813247680664
260,0.12960916757583618,-0.3888176679611206,-0.1296042501926422
261,-0.1950322985649109,-0.244334876537323,-0.21968358755111694
262,-0.19442236423492432,-0.22368408739566803,-0.20905321836471558
263,-0.35793769359588623,-0.1686309278011322,-0.2632843255996704
264,-0.05115170404314995,-0.2814960181713104,-0.16632387042045593
265,-0.19087499380111694,-0.17415891587734222,-0.18251696228981018
266,-0.07565543800592422,-0.2945462167263031,-0.18510082364082336
267,0.10507997870445251,-0.4142538905143738,-0.15458695590496063
268,-0.16018782556056976,-0.2796018719673157,-0.21989484131336212
269,-0.04986459016799927,-0.34025129675865173,-0.1950579434633255
270,-0.08967583626508713,-0.299887090921402,-0.19478146731853485
271,-0.16925810277462006,-0.25441431999206543,-0.21183621883392334
272,-0.05714049190282822,-0.5342033505439758,-0.2956719398498535
273,-0.06618614494800568,-0.2556352913379669,-0.1609107106924057
274,-0.0635039284825325,-0.21105490624904633,-0.1372794210910797
275,-0.0321505069732666,-0.3654266595840454,-0.198788583278656
276,-0.017725741490721703,-0.3442820906639099,-0.18100391328334808
277,0.02644764818251133,-0.3494398593902588,-0.161496102809906
278,-0.003361268201842904,-0.48640355467796326,-0.24488241970539093
279,-0.0877545177936554,-0.46953442692756653,-0.27864447236061096
280,-0.12251375615596771,-0.22976554930210114,-0.17613965272903442
281,-0.0864366963505745,-0.3788350820541382,-0.23263588547706604
282,-0.33069339394569397,-0.29139503836631775,-0.31104421615600586
283,-0.08023834973573685,-0.34748613834381104,-0.21386224031448364
284,-0.09728635847568512,-0.2858589291572571,-0.1915726363658905
285,-0.025944160297513008,-0.23481695353984833,-0.1303805559873581
286,-0.00270241335965693,-0.24644269049167633,-0.12457255274057388
287,-0.12511472404003143,-0.27256083488464355,-0.1988377720117569
288,-0.04955543950200081,-0.23166604340076447,-0.1406107395887375
289,-0.029315944761037827,-0.3295586109161377,-0.1794372797012329
290,-0.022031351923942566,-0.32109683752059937,-0.17156410217285156
291,-0.04700004309415817,-0.3469139039516449,-0.19695697724819183
292,-0.02999107353389263,-0.4450375437736511,-0.23751430213451385
293,0.010630282573401928,-0.49251893162727356,-0.24094432592391968
294,-0.0714932531118393,-0.2595426142215729,-0.1655179262161255
295,0.07438882440328598,-0.3481208384037018,-0.1368660032749176
296,-0.11267299205064774,-0.26116126775741577,-0.18691714107990265
297,-0.17602917551994324,-0.36989399790763855,-0.2729615867137909
298,-0.029689133167266846,-0.2735323905944824,-0.15161076188087463
299,-0.015803324058651924,-0.28154200315475464,-0.1486726552248001
300,0.09858725219964981,-0.515602171421051,-0.2085074633359909
301,-0.24235357344150543,-0.3294430673122406,-0.2858983278274536
302,-0.07262473553419113,-0.26302698254585266,-0.1678258627653122
303,-0.15749257802963257,-0.26084086298942566,-0.2091667205095291
304,0.1548018753528595,-0.523553729057312,-0.18437594175338745
305,-0.019991323351860046,-0.42900770902633667,-0.22449952363967896
306,-0.16024425625801086,-0.3517999053001404,-0.2560220956802368
307,-0.052353233098983765,-0.3862136900424957,-0.21928346157073975
308,-0.019252348691225052,-0.33163079619407654,-0.17544157803058624
309,-0.052180416882038116,-0.3496837317943573,-0.2009320855140686
310,-0.07227716594934464,-0.46402955055236816,-0.2681533396244049
311,-0.09962031245231628,-0.30109402537345886,-0.20035716891288757
312,0.023106710985302925,-0.3754335641860962,-0.1761634349822998
313,-0.1112421452999115,-0.25863882899284363,-0.18494048714637756
314,-0.05868154019117355,-0.34913936257362366,-0.2039104402065277
315,-0.07155703753232956,-0.5347879528999329,-0.3031724989414215
316,-0.09713679552078247,-0.3696765899658203,-0.2334066927433014
317,-0.28322070837020874,-0.25290200114250183,-0.2680613398551941
318,-0.2081395536661148,-0.1972166895866394,-0.2026781141757965
319,0.02595502883195877,-0.40116944909095764,-0.18760719895362854
320,0.008838466368615627,-0.34559696912765503,-0.16837924718856812
321,-0.061379749327898026,-0.2739349603652954,-0.16765736043453217
322,0.01582864671945572,-0.3168785870075226,-0.15052497386932373
323,-0.09700605273246765,-0.33961525559425354,-0.2183106541633606
324,-0.16300751268863678,-0.36049002408981323,-0.2617487609386444
325,-0.06452835351228714,-0.365117609500885,-0.21482297778129578
326,-0.15236036479473114,-0.3248137831687927,-0.23858706653118134
327,-0.07922589778900146,-0.24117378890514374,-0.1601998507976532
328,-0.09846708923578262,-0.41078490018844604,-0.25462600588798523
329,-0.16092956066131592,-0.4348602592945099,-0.2978948950767517
330,-0.1532829850912094,-0.230471670627594,-0.1918773204088211
331,0.10073550790548325,-0.5291885733604431,-0.21422652900218964
332,0.096547931432724,-0.5149001479148865,-0.20917610824108124
333,-0.03399229049682617,-0.3042866885662079,-0.16913948953151703
334,-0.12106654047966003,-0.373818576335907,-0.2474425584077835
335,-0.127083882689476,-0.276792973279953,-0.2019384205341339
336,-0.003199226688593626,-0.3610512614250183,-0.1821252554655075
337,-0.005938643589615822,-0.47516098618507385,-0.24054981768131256
338,0.07049689441919327,-0.48820966482162476,-0.20885638892650604
339,-0.16319909691810608,-0.23707647621631622,-0.20013777911663055
340,0.012497610412538052,-0.47031643986701965,-0.2289094179868698
341,-0.07706382870674133,-0.32881608605384827,-0.2029399573802948
342,-0.16164833307266235,-0.2701675593852997,-0.21590794622898102
343,-0.11989220976829529,-0.24474488198757172,-0.1823185384273529
344,-0.03360744193196297,-0.3955286145210266,-0.21456801891326904
345,-0.13067767024040222,-0.17020121216773987,-0.15043944120407104
346,-0.18625377118587494,-0.3287830352783203,-0.2575184106826782
347,-0.17549997568130493,-0.22772350907325745,-0.2016117423772812
348,-0.2238403558731079,-0.183481365442276,-0.20366086065769196
349,-0.09708821028470993,-0.4101462960243225,-0.2536172568798065
350,-0.16873027384281158,-0.2808195650577545,-0.22477492690086365
351,-0.064963698387146,-0.43349531292915344,-0.24922950565814972
352,-0.007343231234699488,-0.47877368330955505,-0.2430584579706192
353,-0.03125370293855667,-0.39806315302848816,-0.21465842425823212
354,-0.12744633853435516,-0.2639925479888916,-0.19571943581104279
355,0.030788788571953773,-0.40911629796028137,-0.18916375935077667
356,-0.04353225231170654,-0.4731299877166748,-0.2583311200141907
