,agent0/mean_episode_rewards,agent1/mean_episode_rewards,agent_mean/mean_episode_rewards
0,-0.07529518008232117,-1.2938144207000732,-0.6845548152923584
1,0.12006843090057373,-1.0536365509033203,-0.4667840600013733
2,0.11496905237436295,-1.0987664461135864,-0.49189871549606323
3,-0.005368747748434544,-1.333536982536316,-0.6694528460502625
4,-0.1730574369430542,-1.0896087884902954,-0.6313331127166748
5,0.35001102089881897,-1.2762409448623657,-0.46311497688293457
6,0.2601734399795532,-1.195547342300415,-0.4676869213581085
7,-0.18750520050525665,-0.915277361869812,-0.5513913035392761
8,0.12547318637371063,-1.0268253087997437,-0.4506760537624359
9,-0.18558378517627716,-0.7110599875450134,-0.4483218789100647
10,-0.24579209089279175,-0.5919449329376221,-0.4188684821128845
11,0.04096182808279991,-0.9600515961647034,-0.4595448672771454
12,0.3201625347137451,-1.1829431056976318,-0.43139028549194336
13,-0.0902002826333046,-0.6372321844100952,-0.3637162148952484
14,-0.45350244641304016,-0.4807150959968567,-0.46710875630378723
15,-0.2009461671113968,-0.5732435584068298,-0.3870948553085327
16,-4.8881833208724856e-05,-0.5645959973335266,-0.2823224365711212
17,-0.20881837606430054,-0.5711055397987366,-0.38996195793151855
18,-0.07806263118982315,-0.6108695864677429,-0.34446609020233154
19,-0.07229007035493851,-0.5789182782173157,-0.3256042003631592
20,-0.17547908425331116,-0.3985542356967926,-0.2870166599750519
21,-0.06667719036340714,-0.46385589241981506,-0.2652665376663208
22,-0.22725294530391693,-0.32439905405044556,-0.27582600712776184
23,-0.32355180382728577,-0.44373926520347595,-0.38364553451538086
24,-0.2085983157157898,-0.38775888085365295,-0.29817861318588257
25,-0.08115094155073166,-0.5823182463645935,-0.3317345976829529
26,-0.2682577073574066,-0.34975510835647583,-0.30900639295578003
27,-0.22840701043605804,-0.44800058007240295,-0.3382037878036499
28,-0.2729766070842743,-0.36679765582084656,-0.3198871314525604
29,-0.19772355258464813,-0.30645328760147095,-0.25208842754364014
30,-0.022824672982096672,-0.5003907680511475,-0.26160770654678345
31,-0.024802688509225845,-0.33343544602394104,-0.1791190654039383
32,-0.00833076424896717,-0.41083046793937683,-0.20958061516284943
33,0.01901462860405445,-0.3649592101573944,-0.17297229170799255
34,0.0831332802772522,-0.537340521812439,-0.22710363566875458
35,-0.0009482581517659128,-0.37012603878974915,-0.1855371594429016
36,0.023896358907222748,-0.5842432379722595,-0.2801734209060669
37,-0.17264392971992493,-0.285727858543396,-0.22918589413166046
38,0.018774351105093956,-0.4905618727207184,-0.23589377105236053
39,-0.0526873953640461,-0.41106027364730835,-0.23187384009361267
40,-0.1377079039812088,-0.3825121223926544,-0.2601100206375122
41,0.08340638875961304,-0.3391212821006775,-0.12785744667053223
42,-0.17026515305042267,-0.337747186422348,-0.25400617718696594
43,-0.08896059542894363,-0.28358885645866394,-0.1862747222185135
44,-0.04321403428912163,-0.32754144072532654,-0.18537773191928864
45,-0.13757777214050293,-0.36165156960487366,-0.2496146708726883
46,-0.1198539137840271,-0.3508704602718353,-0.2353621870279312
47,-0.0885087326169014,-0.30147475004196167,-0.19499173760414124
48,-0.012691440992057323,-0.42105111479759216,-0.21687127649784088
49,-0.023437444120645523,-0.46596312522888184,-0.24470029771327972
50,0.049435123801231384,-0.3208703398704529,-0.13571761548519135
51,0.05818675085902214,-0.3892914354801178,-0.16555233299732208
52,-0.12162977457046509,-0.3177874982357025,-0.2197086364030838
53,-0.08487417548894882,-0.3164556622505188,-0.2006649225950241
54,-0.1336720585823059,-0.6156646609306335,-0.3746683597564697
55,-0.1732892245054245,-0.2837522625923157,-0.2285207360982895
56,0.12178147584199905,-0.4637339413166046,-0.17097623646259308
