,agent0/mean_episode_rewards,agent1/mean_episode_rewards,agent2/mean_episode_rewards,agent_mean/mean_episode_rewards
0,-1.305420994758606,0.14085175096988678,0.14085175096988678,-0.34123915433883667
1,-2.0714921951293945,0.43911418318748474,0.43911418318748474,-0.39775460958480835
2,-1.7719144821166992,0.2716469168663025,0.2716469168663025,-0.40954020619392395
3,-1.3754777908325195,0.13736160099506378,0.13736160099506378,-0.3669182062149048
4,-0.9421228170394897,-0.8012291193008423,-0.8012291193008423,-0.8481937050819397
5,-1.1488399505615234,-0.2603920102119446,-0.2603920102119446,-0.5565413236618042
6,-1.3664888143539429,0.22825318574905396,0.22825318574905396,-0.3033274710178375
7,-1.5543429851531982,0.5545054078102112,0.5545054078102112,-0.14844408631324768
8,-1.102491855621338,0.33223599195480347,0.33223599195480347,-0.14600661396980286
9,-0.9624224901199341,0.21040455996990204,0.21040455996990204,-0.18053780496120453
10,-1.564435601234436,0.4506467878818512,0.4506467878818512,-0.22104734182357788
11,-0.6660146117210388,-0.017732635140419006,-0.017732635140419006,-0.2338266223669052
12,-0.8328427672386169,0.2607976794242859,0.2607976794242859,-0.10374913364648819
13,-0.5855600237846375,0.09463093429803848,0.09463093429803848,-0.13209937512874603
14,-0.5735549330711365,-0.03572973981499672,-0.03572973981499672,-0.2150048017501831
15,-0.5048746466636658,-0.06652817875146866,-0.06652817875146866,-0.21264366805553436
16,-0.4805222153663635,-0.15571126341819763,-0.15571126341819763,-0.26398158073425293
17,-0.38491135835647583,-0.09106440842151642,-0.09106440842151642,-0.18901339173316956
18,-0.5723552703857422,0.20287661254405975,0.20287661254405975,-0.05553402006626129
19,-0.4577946066856384,0.06597074121236801,0.06597074121236801,-0.10861770063638687
20,-0.5975396633148193,0.17953617870807648,0.17953617870807648,-0.0794890969991684
21,-0.5069577693939209,0.101327084004879,0.101327084004879,-0.10143453627824783
22,-0.5393450856208801,0.0372685082256794,0.0372685082256794,-0.1549360305070877
23,-0.5083774924278259,0.21552176773548126,0.21552176773548126,-0.02577798068523407
24,-0.4971560537815094,0.17685160040855408,0.17685160040855408,-0.04781761392951012
25,-0.4879222810268402,0.12390207499265671,0.12390207499265671,-0.0800393745303154
