,agent0/mean_episode_rewards,agent1/mean_episode_rewards,agent2/mean_episode_rewards,agent_mean/mean_episode_rewards
0,-1.5236314535140991,0.3156069815158844,0.3156069815158844,-0.2974725067615509
1,-1.5358628034591675,0.283619225025177,0.283619225025177,-0.3228747844696045
2,-2.3547935485839844,0.512718141078949,0.512718141078949,-0.4431191086769104
3,-4.512970447540283,0.9888721108436584,0.9888721108436584,-0.8450754284858704
4,-1.7905998229980469,-0.06030925735831261,-0.06030925735831261,-0.6370728015899658
5,-2.763272523880005,0.24715903401374817,0.24715903401374817,-0.7563181519508362
6,-3.94758677482605,0.716433584690094,0.716433584690094,-0.838239848613739
7,-1.7623080015182495,0.42689067125320435,0.42689067125320435,-0.3028421998023987
8,-2.342360258102417,0.5168569087982178,0.5168569087982178,-0.43621549010276794
9,-2.730243682861328,0.7190698385238647,0.7190698385238647,-0.4307013154029846
10,-2.376176357269287,0.6549539566040039,0.6549539566040039,-0.3554227948188782
11,-2.7714202404022217,0.755342960357666,0.755342960357666,-0.4202447831630707
12,-1.3128730058670044,0.32904788851737976,0.32904788851737976,-0.2182590663433075
13,-0.88198322057724,0.10579109936952591,0.10579109936952591,-0.22346700727939606
14,-0.6532209515571594,0.10949281603097916,0.10949281603097916,-0.1447450965642929
15,-0.9318817853927612,0.3200383186340332,0.3200383186340332,-0.09726836532354355
16,-0.745331883430481,0.17210936546325684,0.17210936546325684,-0.13370439410209656
17,-0.5826656818389893,0.01204037107527256,0.01204037107527256,-0.1861949861049652
18,-0.722041130065918,0.31031858921051025,0.31031858921051025,-0.03380132094025612
19,-0.5098340511322021,0.21112991869449615,0.21112991869449615,-0.029191402718424797
20,-0.5989993810653687,0.33148393034935,0.33148393034935,0.0213228240609169
21,-0.6960798501968384,0.27642616629600525,0.27642616629600525,-0.047742508351802826
22,-0.7613534331321716,0.4164240062236786,0.4164240062236786,0.02383151650428772
23,-0.9162032604217529,0.4572865664958954,0.4572865664958954,-0.0005433799815364182
24,-0.7166562080383301,0.3599057197570801,0.3599057197570801,0.001051744562573731
25,-0.8275843262672424,0.4466838240623474,0.4466838240623474,0.021927783265709877
26,-0.7964486479759216,0.43128088116645813,0.43128088116645813,0.022037696093320847
27,-0.5262728333473206,0.302857369184494,0.302857369184494,0.02648063190281391
28,-0.8737634420394897,0.4862908124923706,0.4862908124923706,0.032939400523900986
29,-0.7078020572662354,0.4334130585193634,0.4334130585193634,0.05300801992416382
30,-0.8723387122154236,0.5355838537216187,0.5355838537216187,0.06627631932497025
31,-1.2132316827774048,0.7283930778503418,0.7283930778503418,0.08118480443954468
32,-0.7503744959831238,0.4160621464252472,0.4160621464252472,0.027249937877058983
33,-0.43282535672187805,0.2600342333316803,0.2600342333316803,0.029081035405397415
34,-0.6511964201927185,0.4350184500217438,0.4350184500217438,0.07294683158397675
35,-0.6262372136116028,0.4267999827861786,0.4267999827861786,0.07578758150339127
36,-0.48165497183799744,0.30588799715042114,0.30588799715042114,0.043373674154281616
37,-0.4062313139438629,0.2855054438114166,0.2855054438114166,0.05492652580142021
38,-0.4390062987804413,0.28577369451522827,0.28577369451522827,0.044180355966091156
39,-0.8604224920272827,0.49274760484695435,0.49274760484695435,0.04169091582298279
40,-0.675365149974823,0.460788756608963,0.460788756608963,0.08207079023122787
41,-0.5270654559135437,0.35156524181365967,0.35156524181365967,0.05868835374712944
42,-0.6664605140686035,0.40494024753570557,0.40494024753570557,0.04780665412545204
43,-0.8363550901412964,0.4656347632408142,0.4656347632408142,0.03163815662264824
44,-0.6290956735610962,0.39689773321151733,0.39689773321151733,0.054899923503398895
45,-0.798130214214325,0.48656144738197327,0.48656144738197327,0.05833088979125023
46,-0.6749980449676514,0.41869574785232544,0.41869574785232544,0.05413114279508591
47,-1.1708307266235352,0.661253809928894,0.661253809928894,0.050558965653181076
48,-0.5737770795822144,0.39870762825012207,0.39870762825012207,0.07454606145620346
49,-0.5530925989151001,0.39875298738479614,0.39875298738479614,0.08147111535072327
