,agent0/mean_episode_rewards,agent1/mean_episode_rewards,agent2/mean_episode_rewards,agent_mean/mean_episode_rewards
0,-1.529281497001648,0.19296231865882874,0.19296231865882874,-0.3811189532279968
1,-1.6885690689086914,0.2323755919933319,0.2323755919933319,-0.4079393148422241
2,-1.7589181661605835,0.3574557602405548,0.3574557602405548,-0.34800222516059875
3,-1.1034257411956787,0.15700408816337585,0.15700408816337585,-0.26313918828964233
4,-1.1775766611099243,-0.06495925784111023,-0.06495925784111023,-0.4358317255973816
5,-1.280102252960205,-0.1213529109954834,-0.1213529109954834,-0.5076026916503906
6,-0.9746097326278687,0.06925372034311295,0.06925372034311295,-0.2787007689476013
7,-0.5235005021095276,-0.0649670735001564,-0.0649670735001564,-0.21781153976917267
8,-0.4398611783981323,-0.3600606322288513,-0.3600606322288513,-0.3866608142852783
9,-0.4243016541004181,-0.6111423373222351,-0.6111423373222351,-0.548862099647522
10,-0.7181567549705505,-0.2783989906311035,-0.2783989906311035,-0.4249849021434784
11,-0.7638550996780396,0.09505124390125275,0.09505124390125275,-0.19125086069107056
12,-0.5737428069114685,0.17594222724437714,0.17594222724437714,-0.07395277917385101
13,-0.7508495450019836,0.2433699518442154,0.2433699518442154,-0.08803653717041016
14,-0.5477797389030457,0.10787168145179749,0.10787168145179749,-0.1106787845492363
15,-0.4754866063594818,0.1146911084651947,0.1146911084651947,-0.08203479647636414
16,-0.5902331471443176,0.10800235718488693,0.10800235718488693,-0.12474280595779419
17,-0.4318504333496094,-0.033408310264348984,-0.033408310264348984,-0.16622234880924225
18,-0.507103681564331,0.1219903901219368,0.1219903901219368,-0.08770763128995895
19,-0.4091916084289551,0.01207258366048336,0.01207258366048336,-0.12834881246089935
20,-0.496659517288208,0.12122263759374619,0.12122263759374619,-0.08473808318376541
21,-0.4175494909286499,0.14242759346961975,0.14242759346961975,-0.04423142969608307
22,-0.4379326105117798,0.11489240825176239,0.11489240825176239,-0.06938259303569794
23,-0.48773106932640076,0.2583885192871094,0.2583885192871094,0.009681997820734978
24,-0.6292011737823486,0.279776394367218,0.279776394367218,-0.023216141387820244
25,-0.41603901982307434,0.24840575456619263,0.24840575456619263,0.026924164965748787
