,agent0/mean_episode_rewards,agent1/mean_episode_rewards,agent2/mean_episode_rewards,agent3/mean_episode_rewards,agent4/mean_episode_rewards,agent5/mean_episode_rewards,agent_mean/mean_episode_rewards
0,0.05243486166000366,0.06008792668581009,0.045622337609529495,0.0584883913397789,-0.8493903279304504,-0.48428869247436523,-0.18617425858974457
1,-0.01647709496319294,-0.016591129824519157,-0.004111394286155701,-0.007911250926554203,-0.6282122731208801,-0.3680044412612915,-0.1735512614250183
2,0.03338497877120972,0.0580429881811142,0.06565307080745697,0.05846652016043663,-1.0754579305648804,-1.053514003753662,-0.3189040422439575
3,0.07021370530128479,0.06675703078508377,0.09303581714630127,0.08562998473644257,-0.26704585552215576,-1.0738346576690674,-0.1708739846944809
4,0.0370844267308712,0.012032095342874527,0.03565462678670883,0.018338507041335106,-0.1722172051668167,-0.37287163734436035,-0.07366319745779037
5,0.14326368272304535,0.15675559639930725,0.1425013244152069,0.13919325172901154,-0.9851362109184265,-0.7435140609741211,-0.1911560744047165
6,0.10928012430667877,0.13341598212718964,0.11337409168481827,0.14603188633918762,-0.8771538138389587,-0.7382552027702332,-0.18555115163326263
7,0.18670932948589325,0.2138596475124359,0.1913745403289795,0.19974829256534576,-0.6906900405883789,-0.5354524850845337,-0.07240846008062363
8,0.12884099781513214,0.15297876298427582,0.14537353813648224,0.13883402943611145,-0.21221235394477844,-0.4111478328704834,-0.009555477648973465
9,0.1707981824874878,0.1907569020986557,0.17691633105278015,0.17206357419490814,-0.25150081515312195,-0.8592270612716675,-0.06669881939888
10,0.14277926087379456,0.1473020762205124,0.1515234112739563,0.14863520860671997,-0.16492028534412384,-0.41946882009506226,0.0009751450852490962
11,0.3048848807811737,0.29370763897895813,0.3104764521121979,0.3007459044456482,-0.2216847687959671,-0.2562963366508484,0.12197230011224747
12,-0.031378455460071564,-0.015303846448659897,-0.004571919795125723,-0.003952446859329939,-0.02518710307776928,-0.20699594914913177,-0.04789828509092331
13,0.08390067517757416,0.0945541113615036,0.09453023225069046,0.07738972455263138,-0.08874630182981491,-0.11401400715112686,0.024602405726909637
14,0.09494444727897644,0.1042163297533989,0.1264980137348175,0.1287924200296402,-0.10936297476291656,-0.40621325373649597,-0.010187503881752491
15,0.1933397650718689,0.2116403877735138,0.2175857126712799,0.21395091712474823,-0.1291625052690506,-0.5209595561027527,0.03106578439474106
16,0.1388440579175949,0.12898166477680206,0.15014280378818512,0.14610077440738678,-0.23493817448616028,-0.18978703022003174,0.023224016651511192
17,0.10253380984067917,0.12242894619703293,0.13271820545196533,0.1302344650030136,-0.08950752764940262,-0.17702870070934296,0.03689653053879738
18,0.1288101226091385,0.14552055299282074,0.1414753645658493,0.13426972925662994,-0.07444290071725845,-0.4639430642127991,0.0019482984207570553
19,0.11364813894033432,0.10054206848144531,0.10763072967529297,0.1222035214304924,-0.1428714394569397,-0.2920314073562622,0.0015202694339677691
20,0.23190359771251678,0.21975871920585632,0.23285715281963348,0.23486390709877014,-0.23904718458652496,-0.106028713285923,0.0957179144024849
21,0.3602789640426636,0.3519696593284607,0.3710709512233734,0.37147414684295654,-0.2614573836326599,-0.502483606338501,0.11514212191104889
22,0.2560192048549652,0.24385584890842438,0.250516802072525,0.24692769348621368,-0.11667799949645996,-0.3269213140010834,0.09228670597076416
23,0.08564440906047821,0.0697474479675293,0.07199973613023758,0.0998830646276474,-0.05465226247906685,-0.3309289216995239,-0.00971775408834219
24,0.18547263741493225,0.18091407418251038,0.17025113105773926,0.1810341477394104,-0.028767168521881104,-0.4803064167499542,0.03476640209555626
25,0.17397037148475647,0.17412807047367096,0.1677980273962021,0.183789923787117,-0.1821853667497635,-0.06397920101881027,0.0755869671702385
26,0.2645750045776367,0.264035701751709,0.2741222381591797,0.24257686734199524,-0.08689085394144058,-0.39041590690612793,0.09466717392206192
27,0.19443300366401672,0.20993457734584808,0.20066364109516144,0.19251497089862823,-0.06833025813102722,-0.1745387762784958,0.09244619309902191
28,0.18645542860031128,0.17143884301185608,0.190193772315979,0.20592612028121948,-0.07331474125385284,-0.19754014909267426,0.08052654564380646
29,0.21272224187850952,0.20569133758544922,0.2300003618001938,0.2139882892370224,-0.09522038698196411,-0.40305548906326294,0.060687728226184845
30,0.14481912553310394,0.16869117319583893,0.1653570979833603,0.16518020629882812,-0.07525093108415604,-0.1825983226299286,0.06436639279127121
31,0.05690173804759979,0.08785741776227951,0.09129825979471207,0.10163584351539612,-0.037687014788389206,-0.06334204226732254,0.039444033056497574
32,0.0630369558930397,0.06154734268784523,0.08047782629728317,0.09250140190124512,-0.11641326546669006,-0.16385596990585327,0.0028823825996369123
33,0.19080087542533875,0.20785720646381378,0.22995159029960632,0.19697289168834686,-0.10600439459085464,-0.0745847299695015,0.1074989065527916
34,0.19549255073070526,0.21682487428188324,0.20165210962295532,0.19548773765563965,-0.2547402083873749,-0.1532723754644394,0.06690745055675507
35,0.030643941834568977,0.0612136609852314,0.06573980301618576,0.049005020409822464,-0.03093779645860195,-0.12786397337913513,0.007966777309775352
36,-0.026966527104377747,0.0018105708295479417,0.005208231043070555,0.00032153481151908636,-0.05670533701777458,-0.03077959641814232,-0.017851853743195534
37,0.05056731030344963,0.06765853613615036,0.07389281690120697,0.06218286603689194,-0.04972171038389206,-0.3141178488731384,-0.01825633831322193
38,0.025703467428684235,0.05400929972529411,0.044413384050130844,0.06097150966525078,-0.08716609328985214,-0.11051243543624878,-0.0020968120079487562
39,0.17188532650470734,0.1860586553812027,0.2099597454071045,0.18958179652690887,-0.09490650147199631,-0.1958238184452057,0.07779254019260406
40,0.20679455995559692,0.2349388152360916,0.21398162841796875,0.2395651638507843,-0.1524292677640915,-0.27948665618896484,0.07722736895084381
41,0.26141297817230225,0.2703719139099121,0.2692556083202362,0.25311726331710815,-0.18092761933803558,-0.10149433463811874,0.1286226361989975
42,0.26997801661491394,0.2664710581302643,0.2853175699710846,0.2912306487560272,-0.12786774337291718,-0.29257041215896606,0.11542651802301407
43,0.15211400389671326,0.15867072343826294,0.18130970001220703,0.17851997911930084,-0.14100922644138336,-0.26738297939300537,0.04370369762182236
44,0.16950620710849762,0.15137843787670135,0.18619881570339203,0.17239731550216675,-0.10627176612615585,-0.08682180941104889,0.08106452971696854
45,0.028708795085549355,0.043056223541498184,0.025932425633072853,0.03344825655221939,-0.05453261733055115,-0.10748971253633499,-0.005146104376763105
46,0.20924332737922668,0.19647976756095886,0.20454944670200348,0.21697203814983368,-0.10415887087583542,-0.260023295879364,0.07717706263065338
47,0.24966444075107574,0.24783508479595184,0.2518080174922943,0.23680466413497925,-0.26644012331962585,-0.10112441331148148,0.1030912771821022
48,0.1269518882036209,0.10482656210660934,0.12355651706457138,0.12275922298431396,-0.08370904624462128,-0.06978204846382141,0.05410051345825195
49,0.16218900680541992,0.16737304627895355,0.1670551896095276,0.17315249145030975,-0.11533806473016739,-0.24725542962551117,0.05119604244828224
50,0.12860208749771118,0.13615427911281586,0.133657768368721,0.12600229680538177,-0.09784012287855148,-0.09096839278936386,0.05593464896082878
51,0.2937287986278534,0.3088563084602356,0.3096762001514435,0.31767651438713074,-0.10911337286233902,-0.2949288785457611,0.13764925301074982
52,0.25801947712898254,0.251897394657135,0.2639528512954712,0.25562915205955505,-0.13724057376384735,-0.23971204459667206,0.10875770449638367
53,0.2268591821193695,0.220961794257164,0.2443368285894394,0.22925205528736115,-0.147406667470932,-0.3050253689289093,0.07816296815872192
54,0.2887500524520874,0.3081144392490387,0.2965778708457947,0.2997230887413025,-0.1491364687681198,-0.29587113857269287,0.12469297647476196
55,0.20971395075321198,0.21822893619537354,0.2196391373872757,0.2092859297990799,-0.03735358268022537,-0.25761428475379944,0.09365001320838928
56,0.10678840428590775,0.10661523789167404,0.1251080334186554,0.12352702766656876,-0.058511439710855484,-0.08597257733345032,0.05292578041553497
57,0.17422308027744293,0.16196520626544952,0.17577466368675232,0.14369267225265503,-0.1825399249792099,-0.19930307567119598,0.04563543573021889
